Report generated on: 07-12-2024 00:33:58
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.68-1-PER-TBPD.A","        Peru","","","","","","","","","","","","","","9.9","5.9","7.5","4.3","3.7","6","4.3","5.1","4.2","14","12","9.3","8.7","7.8","3.19049180327869","2.39868493150685","5.29824657534247","4.21742465753425","4.6527868852459","6.19413698630137","6.67380821917808","5.60334246575342","6.8844262295082","8.424","10.7592328767123","10.6528767123288","15.3768852459016","17.5362739726027","13.9193424657534","","","","","","","","","",""
"INTL.68-1-PHL-TBPD.A","        Philippines","","","","","","","","","","","","","","10","9.6","17","15","15","21","21","25","20","28","25","30","26","25","28.9304208306011","27.8348616219178","20.1139478575342","20.1718449205479","11.2951336393443","9.75796306849315","9.95015204383562","11.9410119452055","11.585070557377","17.321340230137","18.4159863452055","18.4037164273973","15.7114186557377","15.5970506958904","17.9183480547945","","","","","","","","","",""
"INTL.68-1-POL-TBPD.A","        Poland","","","","","","","","61","49","51","48","53","53","59","64","68","67","53","42","44","43","38.1013698630137","40.8219178082191","50.8306010928961","54.0246575342467","54.213698630137","53.9178082191781","61.0628415300547","56.668493150685","57.895890410959","57.9643835616439","63.9754098360656","72.7479452054794","82.6547945205479","88.5534246575343","85.6475409836065","84.6520547945205","97","113.416438356164","119.983606557377","111.27397260274","109.969863013699","","","","","","","","","",""
"INTL.68-1-PRT-TBPD.A","        Portugal","","","","","","","","22","22","25","26","19","16","27","25","26","27","29","28","27","29","35.4986301369863","35.4767123287671","32.4699453551912","36.2027397260274","38.9698630136987","41.2876712328767","37.9890710382514","41.5068493150685","44.413698630137","45.2657534246575","47.5928961748633","46.5013698630137","42.7369863013699","41.9808219178082","42.9207650273224","41.2219178082191","41","37.7616438356164","42.4562841530055","48.1561643835617","46.6438356164384","","","","","","","","","",""
"INTL.68-1-PRI-TBPD.A","        Puerto Rico","","","","","","","","","","","","","","37","34","44","55","53","40","35","51","46","33","35","26","27","28","26.3825136612022","7.29041095890411","6.20704219178082","10.2630136986301","17.4234972677596","17.4712328767123","21.0794520547945","21.0821917808219","11.0136612021858","0.0849315068493151","0.00273972602739726","0","0","0","0","","","","","","","","","",""
"INTL.68-1-QAT-TBPD.A","        Qatar","","","","","","","","","","","","","","0.7","0.8","1.5","2.5","5.9","1.4","2.3","2.2","1.5","1.5","1.6","2.4","1.5","2.3","14.7667490163934","16.8934038575342","38.1282871232877","29.4042238684931","32.5536232786885","33.3112826630137","36.1676628164384","54.692136690411","51.4066309180328","54.6244784547945","117.457873742466","103.421764208219","124.568865147541","111.523810816438","110.816858531507","","","","","","","","","",""
"INTL.68-1-REU-TBPD.A","        Reunion","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-ROU-TBPD.A","        Romania","","","","","","","","","","","","","","64","83","85","91","77","45","24","44","39","50","51","57","55","58","47.3139344262295","51.286693989071","48.883397260274","34.1272602739726","63.248606557377","61.8054246575342","63.9939071038251","59.0872054794521","45.5782513661202","29.9052328767123","35.891698630137","26.2335616438356","22.1686612021858","33.6020821917808","27.5176438356164","","","","","","","","","",""
"INTL.68-1-RUS-TBPD.A","        Russia","","","","","","","","","","","","","","--","--","--","--","--","--","858","722","631","467","498","529","412","560","682.71270104918","708.284607287671","702.526891956164","733.650631671233","715.789258666667","727.07060290411","732.655252427397","758.733059156164","767.023636491803","747.568024032877","909.402535539726","953.796326115069","989.57961180274","1049.34181662466","1229.43286810959","","","","","","","","","",""
"INTL.68-1-RWA-TBPD.A","        Rwanda","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SHN-TBPD.A","        Saint Helena","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-WSM-TBPD.A","        Samoa","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SEN-TBPD.A","        Senegal","","","","","","","","","","","","","","0.3","0.3","0.4","0.3","0.4","0.9","0.4","3","3.2","3.1","2.9","0.6","0.6","0.7","1.02653613114754","1.71934869041096","1.51177495890411","0.827055024657534","0.919631803278689","0.666336230136986","0.253719715068493","0.542165424657534","0.834039868852459","1.06473369863014","0.753083539726027","1.28612261917808","1.81821370491803","2.57844509589041","2.67922244383562","","","","","","","","","",""
"INTL.68-1-SRB-TBPD.A","        Serbia","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","7.42643045901639","16.8541970191781","12.9775534098361","11.8446308931507","14.1101101808219","11.7612135123288","11.8252524371585","20.669170739726","18.6370220054795","","","","","","","","","",""
"INTL.68-1-SYC-TBPD.A","        Seychelles","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SLE-TBPD.A","        Sierra Leone","","","","","","","","","","","","","","0.4","0.5","0.6","0.6","0.6","0.7","0.7","0.8","0.2","0.8","0.8","0.8","0.8","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SGP-TBPD.A","        Singapore","","","","","","","","","","","","","","91","95","92","106","126","147","132","171","190","194","194","216","193","191","191.026296590164","192.754255912329","208.743287934247","222.758024186301","268.410443387978","283.192950290411","290.642032778082","290.217812712329","286.762407398907","209.376241906849","227.954896043836","227.641300515069","256.881389508197","233.844437676712","245.901268","","","","","","","","","",""
"INTL.68-1-SVK-TBPD.A","        Slovakia","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","24","25.6849315068493","27.131506849315","31.8224043715847","33.4383561643836","34.6493150684932","33.2410958904109","37.6065573770492","32.1945205479453","31.5287671232877","29.7945205479452","30.5191256830601","32.4602739726027","31.3780821917808","31.6657534246575","30.0901639344262","27.3835616438356","28","30.6465753424658","22.7896174863388","27.8301369863014","23.027397260274","","","","","","","","","",""
"INTL.68-1-SVN-TBPD.A","        Slovenia","","","","","","","","","","","","","","--","--","--","--","--","--","3.4","2.7","1.8986301369863","2.43287671232877","3.0655737704918","1.8027397260274","1.50410958904109","1.87945205479452","0.786885245901639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SLB-TBPD.A","        Solomon Islands","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-SOM-TBPD.A","        Somalia","","","","","","","","","","","","","","0.4","0.4","0.4","0.4","0.4","0.07745","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.0144025573770492","0.0199597808219178","0.0715576438356164","0.0715576438356164","0.0736549180327869","0.0738567123287671","0.0989381687671233","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-ZAF-TBPD.A","        South Africa","","","","","","","","","","","","","","50","50","48","49","50","43","22","23","22","28","31","28","24","51","35.2048685136612","47.3955752438356","48.1723803287671","41.9902381041096","39.6087646229508","45.8696225972603","37.8017394191781","38.2937013260274","43.865291715847","41.8213100931507","44.1863730520548","42.165942169863","41.4137076721311","37.8468615232877","38.8537138370391","","","","","","","","","",""
"INTL.68-1-KOR-TBPD.A","        South Korea","","","","","","","","88","94","99","106","83","84","85","91","105","107","113","166","204","203","215.002739726027","271.808219178082","309.456284153006","532.405479452054","513.693150684931","539.942465753425","561.704918032787","546.630136986302","561.095890410959","531.186301369863","598.401639344262","626.282191780822","649.238356164384","667.81095890411","666.79781420765","639.408219178083","657","724.221917808219","798.243169398907","816.14794520548","870.93698630137","","","","","","","","","",""
"INTL.68-1-SSD-TBPD.A","        South Sudan","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","","","","","","","","","",""
"INTL.68-1-ESP-TBPD.A","        Spain","","","","","","","","189","185","201","212","159","154","182","172","164","163","166","169","182","186","193.980821917808","202.413698630137","188.890710382514","205.271232876712","231.128767123288","224.717808219178","235.308743169399","225.701369863014","220.501369863014","217.73698630137","205.306010928962","193.142465753424","191.479452054795","179.917808219178","180.724043715847","186.715068493151","205","181.717808219178","201.172131147541","195.383561643836","203.093150684932","","","","","","","","","",""
"INTL.68-1-LKA-TBPD.A","        Sri Lanka","","","","","","","","","","","","","","5.9","4.5","4","2.6","4","3.2","3.3","4.8","4.9","4.9","4.7","4.3","5.5","4.1","6.71228704918033","6.07903400547945","5.36364","4.14797487123288","4.49798827322404","4.71689688767123","4.06688656438356","4.01941059726027","4.23775708196721","4.34691873972603","3.6077776109589","4.11006283835616","3.12390778142077","3.14362829589041","3.84233625205479","","","","","","","","","",""
"INTL.68-1-SDN-TBPD.A","        Sudan","","","","","","","","","","","","","","0.7","0.6","0.4","0.6","0.6","1","3.3","3.3","0.3","3.4","3.7","3.5","3.5","0.3","1.9119957704918","2.11584963287671","2.35148810958904","2.40534332054795","2.68370914754098","4.08425523287671","6.4318496","8.21832918356164","7.80092771584699","8.30071888219178","9.58554152328767","8.82825479452055","8.1833442295082","8.0241781260274","8.36258218082192","","","","","","","","","",""
"INTL.68-1-SUR-TBPD.A","        Suriname","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.131662426229508","0.16411592294137","0.344799824657534","0.338606915068493","0.334297446994536","0.374818033972603","0.371937393972603","0.449184039452055","0.555192721311475","0.612317654794521","0.654546165479452","0.508961848109589","0.368855343606557","0.308577613808219","0.127615395287671","","","","","","","","","",""
"INTL.68-1-SWE-TBPD.A","        Sweden","","","","","","","","27","27","15","18","19","18","20","22","20","21","24","18","14","16","16.4246575342465","54.3863013698631","55.4590163934426","55.0301369863014","60.2794520547946","66.4493150684932","58.3251366120218","55.3753424657534","48.545205479452","44.1150684931506","46.0054644808743","56.8794520547946","57.586301369863","63.6328767123288","59.7677595628415","60.6","69","56.7945205479453","62.9945355191256","61.427397260274","71.1671232876712","","","","","","","","","",""
"INTL.68-1-CHE-TBPD.A","        Switzerland","","","","","","","","11","10","8","8","4.9","3.1","2.4","6","5.2","5","4.8","6.3","5.8","6","6.67397260273972","6.4958904109589","6.78688524590163","5.79178082191781","7.32054794520548","6.41095890410959","6.68852459016393","7.01095890410959","7.33698630136987","7.28219178082191","8.58469945355191","7.65479452054795","8.40273972602739","6.54520547945206","7.57650273224044","6.52328767123288","6.3","6.65205479452055","5.26775956284153","7.03561643835616","6.36986301369863","","","","","","","","","",""
"INTL.68-1-SYR-TBPD.A","        Syria","","","","","","","","","","","","","","28","25","19","19","11","5.6","17","16","18","22","20","27","23","20","25.7973923934426","30.1995678575342","29.0336890849315","31.479758630137","35.6836115409836","35.7802767452055","35.8361218191781","37.2422060054795","38.8042453770492","31.7878797369863","40.8371541479452","34.017768","28.3210153770492","18.7876597369863","18.7876597369863","","","","","","","","","",""
"INTL.68-1-TWN-TBPD.A","        Taiwan","","","","","","","","","","","","","","72","58","58","40","41","43","65","99","104","97","174","100","179","199","169.602056420507","172.196406717085","183.223391730352","174.052310067339","226.100780743685","226.790553696114","172.718028818558","205.133540424795","168.820077743736","195.044959732179","180.674374595072","164.493712307194","146.833014182974","177.962362110812","182.108000184733","","","","","","","","","",""
"INTL.68-1-TJK-TBPD.A","        Tajikistan","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0.5","0.6","0.3","0.3","0.276299803278689","0.277056789041096","0.253968723287671","0.253968723287671","0.299324786885246","0.323232920547945","0.369409052054795","0.415585183561644","0.414449704918033","0.415585183561644","0.438673249315069","0.438673249315069","0.0443315081967213","0.0767112","0.0744121315068493","","","","","","","","","",""
